,,>0,
0,0,#DIV/0!,
245.2914163,0,#DIV/0!,
0,0,#DIV/0!,
0,0,#DIV/0!,
0,0,#DIV/0!,
0,0,#DIV/0!,
0,0,#DIV/0!,
0,0,#DIV/0!,
243.1546165,499,0.512716199,
880,880,0,
597,597,0,
508,508,0,
682.9656189,446,0.531313047,
934,934,0,
675,675,0,
1026,1026,0,
1355,1355,0,
1416.489178,1634,0.133115558,
2075,2075,0,
2172,2172,0,
2643,2643,0,
2801,2801,0,
2966,2966,0,
3120,3120,0,
3172,3172,0,
3102,3102,0,
2661,2661,0,
2358,2358,0,
1777,1777,0,
1456,1456,0,
888,888,0,
480,480,0,
272,272,0,
170,170,0,
138,138,0,
207,207,0,
464,464,0,
1375,1375,0,
1259,1259,0,
2053,2053,0,
1505,1505,0,
1546.156929,1632,0.052599921,
1630,1630,0,
1727,1727,0,
1986,1986,0,
2108,2108,0,
2722,2722,0,
3455,3455,0,
3624,3624,0,
3802,3802,0,
2444,2444,0,
1649,1649,0,
1199,1199,0,
886,886,0,
603,603,0,
764.5255465,400,0.911313866,
231,231,0,
174,174,0,
391.9871608,127,2.086513077,
185,185,0,
383,383,0,
845,845,0,
1354,1354,0,
1555,1555,0,
1592,1592,0,
1697,1697,0,
1663,1663,0,
1675,1675,0,
1891,1891,0,
2170,2170,0,
2926,2926,0,
3636,3636,0,
3959,3959,0,
3949,3949,0,
3017,3017,0,
1835,1835,0,
1271,1271,0,
828,828,0,
731,731,0,
411,411,0,
238,238,0,
167,167,0,
124,124,0,
192,192,0,
431,431,0,
1267,1267,0,
1338.945446,1736,0.228718061,
2130,2130,0,
1575,1575,0,
1606.159177,1658,0.031267082,
1685,1685,0,
1778,1778,0,
1916,1916,0,
2140,2140,0,
2907,2907,0,
3625,3625,0,
4028,4028,0,
3853,3853,0,
2953,2953,0,
1854,1854,0,
1295,1295,0,
844,844,0,
617,617,0,
410,410,0,
243,243,0,
143,143,0,
933,933,0,
775,775,0,
881,881,0,
1300,1300,0,
2786,2786,0,
2806,2806,0,
1661,1661,0,
1728,1728,0,
1789,1789,0,
1928,1928,0,
2159,2159,0,
2485,2485,0,
3206,3206,0,
3807,3807,0,
4198,4198,0,
4237,4237,0,
3470,3470,0,
2096,2096,0,
1413,1413,0,
1048,1048,0,
1011,1011,0,
517,517,0,
273,273,0,
229,229,0,
176,176,0,
391.6213974,215,0.821494871,
470,470,0,
2012,2012,0,
3329,3329,0,
1745,1745,0,
1483,1483,0,
1823,1823,0,
1821.321589,1893,0.037864982,
1819.866702,2062,0.117426429,
2258,2258,0,
2503,2503,0,
3535,3535,0,
3889,3889,0,
3614.078466,4095,0.117441156,
4144,4144,0,
2793,2793,0,
2639,2639,0,
1617,1617,0,
1643.141612,944,0.740616115,
846,846,0,
901,901,0,
523,523,0,
263,263,0,
229,229,0,
224,224,0,
346,346,0,
429,429,0,
807,807,0,
1200,1200,0,
1661,1661,0,
1847,1847,0,
1986,1986,0,
1962.664119,2254,0.129252831,
2195,2195,0,
2457,2457,0,
2928,2928,0,
3186,3186,0,
3382,3382,0,
3484,3484,0,
3263.438262,2944,0.108504844,
2603,2603,0,
2157,2157,0,
2031,2031,0,
1479,1479,0,
952,952,0,
567,567,0,
356,356,0,
241,241,0,
226,226,0,
270,270,0,
329,329,0,
599,599,0,
896,896,0,
1414,1414,0,
2026,2026,0,
2599,2599,0,
2812,2812,0,
2782,2782,0,
2679,2679,0,
2899,2899,0,
3166,3166,0,
3177,3177,0,
3162,3162,0,
2687,2687,0,
2236,2236,0,
1828,1828,0,
1589,1589,0,
1083,1083,0,
598,598,0,
757.4677541,330,1.295356831,
221,221,0,
169,169,0,
240,240,0,
475,475,0,
949,949,0,
1362,1362,0,
1465,1465,0,
1585,1585,0,
1733,1733,0,
1716,1716,0,
1886,1886,0,
1995,1995,0,
2235,2235,0,
2539,2539,0,
3423,3423,0,
4273,4273,0,
4214,4214,0,
2744,2744,0,
1632,1632,0,
1300,1300,0,
1046,1046,0,
687,687,0,
367,367,0,
255,255,0,
133,133,0,
160,160,0,
189,189,0,
449,449,0,
895,895,0,
1337,1337,0,
1551,1551,0,
1580,1580,0,
1701,1701,0,
1752,1752,0,
1720,1720,0,
1962,1962,0,
2194,2194,0,
3144,3144,0,
3773,3773,0,
4048,4048,0,
4059,4059,0,
3053,3053,0,
1887,1887,0,
1505,1505,0,
964,964,0,
813,813,0,
943.1912527,434,1.173251734,
256,256,0,
149,149,0,
150,150,0,
215,215,0,
438,438,0,
924,924,0,
1323,1323,0,
1591,1591,0,
1601,1601,0,
1732,1732,0,
1802,1802,0,
1765,1765,0,
1884,1884,0,
2413,2413,0,
3266,3266,0,
3760,3760,0,
4317,4317,0,
4110,4110,0,
3812.078278,3016,0.263951684,
1945,1945,0,
1451,1451,0,
1035,1035,0,
1135.875361,968,0.17342496,
431,431,0,
258,258,0,
180,180,0,
146,146,0,
214,214,0,
475,475,0,
1035,1035,0,
2369,2369,0,
2222,2222,0,
1519,1519,0,
1585,1585,0,
1654,1654,0,
1803,1803,0,
1989,1989,0,
2523,2523,0,
3305,3305,0,
3876,3876,0,
3687,3687,0,
3657,3657,0,
3587,3587,0,
2033,2033,0,
2003.862949,1603,0.250070461,
1091,1091,0,
838,838,0,
560,560,0,
722.3020739,422,0.711616289,
230,230,0,
434.8168718,1003,0.566483677,
616,616,0,
1786,1786,0,
3129,3129,0,
1229,1229,0,
1304.577469,2666,0.510661114,
2541,2541,0,
2235,2235,0,
2508,2508,0,
1967,1967,0,
2073,2073,0,
2381,2381,0,
3528,3528,0,
4010,4010,0,
4162,4162,0,
4053,4053,0,
3194,3194,0,
2131,2131,0,
1642,1642,0,
1141,1141,0,
1139,1139,0,
1225,1225,0,
1301.5016,826,0.575667796,
719,719,0,
616,616,0,
589,589,0,
743,743,0,
882.0982926,934,0.05556928,
1355,1355,0,
1414.192785,1728,0.181601398,
1754,1754,0,
2268,2268,0,
2783,2783,0,
3032,3032,0,
3278,3278,0,
3334,3334,0,
3260,3260,0,
3547,3547,0,
3705,3705,0,
3877,3877,0,
3760,3760,0,
3507.637221,3398,0.032265221,
2728,2728,0,
2764,2764,0,
2186,2186,0,
1547,1547,0,
1080,1080,0,
812,812,0,
635,635,0,
660,660,0,
659,659,0,
808.5256708,751,0.076598763,
1021,1021,0,
1350,1350,0,
1909,1909,0,
2400,2400,0,
2949,2949,0,
3217,3217,0,
3034.961187,3245,0.064726907,
3634,3634,0,
3850,3850,0,
3626,3626,0,
3868,3868,0,
3835,3835,0,
3532,3532,0,
3198,3198,0,
2755,2755,0,
2395,2395,0,
1696,1696,0,
1062,1062,0,
360,360,0,
1738,1738,0,
678,678,0,
931,931,0,
1620,1620,0,
2724,2724,0,
3061,3061,0,
2778,2778,0,
1474,1474,0,
1518.419497,1740,0.127345117,
1774,1774,0,
1878,1878,0,
2047,2047,0,
2214,2214,0,
2863,2863,0,
3625,3625,0,
4003,4003,0,
4040,4040,0,
2586,2586,0,
1820,1820,0,
1383,1383,0,
1439.541093,976,0.474939645,
690,690,0,
836.3476718,391,1.138996603,
250,250,0,
550,550,0,
1966,1966,0,
1099,1099,0,
1192.339439,1071,0.113295461,
2146,2146,0,
3321,3321,0,
3125.423928,2557,0.222301106,
1531,1531,0,
1670,1670,0,
1704,1704,0,
1753,1753,0,
1923,1923,0,
2235,2235,0,
2987,2987,0,
3806,3806,0,
4125,4125,0,
4109,4109,0,
2924,2924,0,
1815,1815,0,
1410,1410,0,
1014,1014,0,
1017,1017,0,
536,536,0,
296,296,0,
204,204,0,
152,152,0,
230,230,0,
456,456,0,
884,884,0,
1310,1310,0,
1558,1558,0,
1557,1557,0,
1844,1844,0,
1725,1725,0,
1935,1935,0,
2022,2022,0,
1995.259787,2337,0.146230301,
3076,3076,0,
3707,3707,0,
4152,4152,0,
4087,4087,0,
3291,3291,0,
2171,2171,0,
1582,1582,0,
1064,1064,0,
1066,1066,0,
493,493,0,
290,290,0,
488.1813808,222,1.199015229,
180,180,0,
444,444,0,
2134,2134,0,
1886,1886,0,
1933,1933,0,
1917.888523,3392,0.434584751,
1924,1924,0,
1910.067268,1786,0.069466556,
1735,1735,0,
1969,1969,0,
2178,2178,0,
2421,2421,0,
3150,3150,0,
3883,3883,0,
4032,4032,0,
4070,4070,0,
3507,3507,0,
2009,2009,0,
1507,1507,0,
1013,1013,0,
1033,1033,0,
1135.172707,479,1.369880391,
292,292,0,
490.1113745,217,1.258577763,
662.4682575,202,2.279545829,
293,293,0,
1329,1329,0,
3194,3194,0,
2702,2702,0,
1981,1981,0,
1606,1606,0,
1817,1817,0,
1933,1933,0,
2165,2165,0,
2119.792828,2395,0.114909049,
2742,2742,0,
3598,3598,0,
3879,3879,0,
4064,4064,0,
3850,3850,0,
3083,3083,0,
2389,2389,0,
1788,1788,0,
1311,1311,0,
1076,1076,0,
648,648,0,
469,469,0,
1691,1691,0,
1449,1449,0,
934,934,0,
1214,1214,0,
1292.888256,1400,0.076508389,
2345,2345,0,
1743,1743,0,
1382,1382,0,
1801,1801,0,
2046,2046,0,
2254,2254,0,
2201,2201,0,
2417,2417,0,
2652,2652,0,
3012,3012,0,
3003,3003,0,
2936,2936,0,
2816,2816,0,
2261,2261,0,
1786,1786,0,
1582,1582,0,
1613.242786,1308,0.233366044,
896,896,0,
525,525,0,
364,364,0,
1166,1166,0,
1069,1069,0,
1166.860639,1107,0.054074652,
1154,1154,0,
2398,2398,0,
1935,1935,0,
2585,2585,0,
2485.216197,2102,0.182310275,
2002,2002,0,
2327,2327,0,
2452,2452,0,
2369.626561,2447,0.031619713,
2298.023464,2654,0.134128311,
3022,3022,0,
3210,3210,0,
3375,3375,0,
2996,2996,0,
2843.152601,2571,0.105854765,
2255,2255,0,
1897,1897,0,
1887.353296,1249,0.51109151,
790,790,0,
1390,1390,0,
1337,1337,0,
2082,2082,0,
2636,2636,0,
2529.815044,2192,0.154112702,
2437.521104,2374,0.026756994,
1372,1372,0,
1844,1844,0,
2021,2021,0,
1556,1556,0,
1590.924922,1966,0.190780813,
1621.273451,2357,0.312145332,
2408,2408,0,
2628,2628,0,
3144,3144,0,
2971.478992,3497,0.150277669,
3492,3492,0,
3378,3378,0,
2849,2849,0,
2305,2305,0,
1928,1928,0,
1461,1461,0,
842,842,0,
1021,1021,0,
1126.017132,2034,0.44640259,
750,750,0,
1061,1061,0,
2012,2012,0,
2393,2393,0,
1627,1627,0,
1213,1213,0,
2291,2291,0,
2257,2257,0,
2200.314641,1874,0.174127343,
1835,1835,0,
1935,1935,0,
1993,1993,0,
2241,2241,0,
2933,2933,0,
3665,3665,0,
3954,3954,0,
4098,4098,0,
2966,2966,0,
1859,1859,0,
1335,1335,0,
1147,1147,0,
743,743,0,
453,453,0,
261,261,0,
184,184,0,
398.1723706,664,0.400342815,
1657,1657,0,
1057,1057,0,
1262,1262,0,
2716,2716,0,
2641,2641,0,
1558,1558,0,
1624,1624,0,
1679,1679,0,
1698.100586,1797,0.055035845,
2005,2005,0,
2398,2398,0,
3032,3032,0,
3724,3724,0,
4113,4113,0,
4239,4239,0,
2960,2960,0,
2006,2006,0,
1544,1544,0,
1581.138697,947,0.669629036,
907,907,0,
469,469,0,
258,258,0,
184,184,0,
192,192,0,
966,966,0,
1187,1187,0,
1637,1637,0,
2118,2118,0,
2380,2380,0,
1948,1948,0,
1587,1587,0,
1866,1866,0,
1886,1886,0,
2037,2037,0,
2457,2457,0,
3142,3142,0,
3951,3951,0,
4073,4073,0,
4151,4151,0,
2991,2991,0,
1905,1905,0,
1441,1441,0,
970,970,0,
983,983,0,
528,528,0,
292,292,0,
231,231,0,
202,202,0,
1534,1534,0,
2615,2615,0,
1613,1613,0,
1665,1665,0,
1887,1887,0,
1566,1566,0,
1741,1741,0,
1932,1932,0,
2075,2075,0,
2042.271146,2189,0.067030084,
2500,2500,0,
3528,3528,0,
3843,3843,0,
3650,3650,0,
3100,3100,0,
2933.521091,2372,0.236728959,
1519,1519,0,
1193,1193,0,
855,855,0,
757,757,0,
745,745,0,
318,318,0,
515.3556464,223,1.311011867,
201,201,0,
365,365,0,
555.8009275,1152,0.517533917,
1351,1351,0,
701,701,0,
847.917901,1085,0.218508847,
1361,1361,0,
1421.592454,1669,0.148236996,
1886,1886,0,
2094,2094,0,
2105,2105,0,
2226,2226,0,
2638,2638,0,
2930,2930,0,
2785.453949,3032,0.081314661,
3055,3055,0,
2797,2797,0,
2670.018527,2343,0.139572568,
1858,1858,0,
1719,1719,0,
1348,1348,0,
866,866,0,
561,561,0,
369,369,0,
691,691,0,
657,657,0,
691,691,0,
751,751,0,
1495,1495,0,
1443,1443,0,
2006,2006,0,
2034,2034,0,
2233,2233,0,
2497,2497,0,
2561,2561,0,
2616,2616,0,
2512.556415,2897,0.132704033,
3130,3130,0,
3257,3257,0,
3246,3246,0,
2875,2875,0,
2415,2415,0,
2046,2046,0,
1746,1746,0,
1147,1147,0,
649,649,0,
802.4366375,389,1.06281912,
1165,1165,0,
649,649,0,
927,927,0,
1515,1515,0,
2520,2520,0,
1989,1989,0,
1853,1853,0,
1439,1439,0,
1651,1651,0,
1751,1751,0,
1868,1868,0,
1965,1965,0,
2335,2335,0,
2922,2922,0,
3676,3676,0,
3972,3972,0,
4017,4017,0,
2758,2758,0,
1792,1792,0,
1357,1357,0,
982,982,0,
747,747,0,
446,446,0,
261,261,0,
192,192,0,
149,149,0,
221,221,0,
429.4817578,433,0.008125271,
794,794,0,
1616,1616,0,
1884,1884,0,
1533,1533,0,
1620,1620,0,
1646.467653,1600,0.029042283,
1696,1696,0,
1955,1955,0,
2285,2285,0,
3043,3043,0,
3851,3851,0,
4179,4179,0,
4126,4126,0,
3003,3003,0,
1790,1790,0,
1466,1466,0,
973,973,0,
903,903,0,
498,498,0,
268,268,0,
178,178,0,
144,144,0,
217,217,0,
440,440,0,
1066,1066,0,
3040,3040,0,
1680,1680,0,
1407,1407,0,
1675,1675,0,
1748,1748,0,
1904,1904,0,
2025,2025,0,
2398,2398,0,
3135,3135,0,
3972,3972,0,
3870,3870,0,
3604.069569,4526,0.203696516,
3197,3197,0,
1867,1867,0,
1454,1454,0,
1016,1016,0,
1099,1099,0,
505,505,0,
287,287,0,
203,203,0,
171,171,0,
263,263,0,
446,446,0,
941,941,0,
3016,3016,0,
2136,2136,0,
1593,1593,0,
1636,1636,0,
1730,1730,0,
1817,1817,0,
2019,2019,0,
2667,2667,0,
3616,3616,0,
4124,4124,0,
4347,4347,0,
4126,4126,0,
3317,3317,0,
2025,2025,0,
1638,1638,0,
944,944,0,
964,964,0,
808,808,0,
293,293,0,
231,231,0,
195,195,0,
277,277,0,
452,452,0,
630.0700096,864,0.270752304,
1315,1315,0,
1495,1495,0,
1550,1550,0,
1858,1858,0,
1922,1922,0,
994,994,0,
1458,1458,0,
3433,3433,0,
3967,3967,0,
3907,3907,0,
3636.139324,4144,0.122553252,
4012,4012,0,
3290,3290,0,
2341,2341,0,
1861,1861,0,
1107,1107,0,
1021,1021,0,
1028,1028,0,
475,475,0,
263,263,0,
199,199,0,
244,244,0,
296,296,0,
1069,1069,0,
1595,1595,0,
1467,1467,0,
1504,1504,0,
1810,1810,0,
1811.514917,2019,0.102766262,
2256,2256,0,
2227,2227,0,
2520,2520,0,
2810,2810,0,
3083,3083,0,
3223,3223,0,
3308,3308,0,
3115.467554,3000,0.038489185,
2538,2538,0,
2445.305397,2023,0.20875205,
1933,1933,0,
1449,1449,0,
941,941,0,
561,561,0,
369,369,0,
691,691,0,
657,657,0,
691,691,0,
837.5960596,751,0.115307669,
1495,1495,0,
1443,1443,0,
2006,2006,0,
2034,2034,0,
2006.472137,2233,0.101445528,
2497,2497,0,
2561,2561,0,
2616,2616,0,
2897,2897,0,
3130,3130,0,
3257,3257,0,
3246,3246,0,
2875,2875,0,
2415,2415,0,
2046,2046,0,
1746,1746,0,
1147,1147,0,
649,649,0,
389,389,0,
1165,1165,0,
649,649,0,
927,927,0,
1515,1515,0,
1554.866079,2520,0.382989651,
1989,1989,0,
1853,1853,0,
1439,1439,0,
1651,1651,0,
1815,1815,0,
1958,1958,0,
2085,2085,0,
2419,2419,0,
2953,2953,0,
3013,3013,0,
4585,4585,0,
3940,3940,0,
2581,2581,0,
1585,1585,0,
1204,1204,0,
1284.571574,971,0.32293674,
904,904,0,
442,442,0,
275,275,0,
173,173,0,
138,138,0,
355.9219573,242,0.470751889,
469,469,0,
894,894,0,
1311,1311,0,
1578,1578,0,
1610,1610,0,
1592,1592,0,
1727,1727,0,
1739.211041,1811,0.039640508,
1947,1947,0,
1930.721577,2298,0.159825249,
2903,2903,0,
3497,3497,0,
4024,4024,0,
4159,4159,0,
3025,3025,0,
1922,1922,0,
1404,1404,0,
972,972,0,
945,945,0,
459,459,0,
258,258,0,
186,186,0,
158,158,0,
246,246,0,
454,454,0,
875,875,0,
1299,1299,0,
1647,1647,0,
1587,1587,0,
1668,1668,0,
1693,1693,0,
1840,1840,0,
1955,1955,0,
2325,2325,0,
3023,3023,0,
3810,3810,0,
3553.801586,4142,0.142008309,
4123,4123,0,
3204,3204,0,
1979,1979,0,
1513,1513,0,
1095,1095,0,
919,919,0,
496,496,0,
315,315,0,
509.1251399,195,1.610898153,
169,169,0,
244,244,0,
495,495,0,
927,927,0,
1330,1330,0,
1607,1607,0,
1634.36924,1578,0.035721952,
1724,1724,0,
1805,1805,0,
1952,1952,0,
2067,2067,0,
2333,2333,0,
3108,3108,0,
4226,4226,0,
4327,4327,0,
4333,4333,0,
3358,3358,0,
1863,1863,0,
1857.737556,1325,0.40206608,
925,925,0,
972,972,0,
588,588,0,
282,282,0,
193,193,0,
196,196,0,
741,741,0,
2172,2172,0,
1174,1174,0,
1257.24013,1823,0.310345513,
1329.733944,1999,0.334800428,
2423,2423,0,
1747,1747,0,
1961,1961,0,
2278,2278,0,
2567,2567,0,
2873,2873,0,
3619,3619,0,
3900,3900,0,
4229,4229,0,
4158,4158,0,
3145,3145,0,
2099,2099,0,
1679,1679,0,
1029,1029,0,
1075,1075,0,
1171.251744,784,0.493943551,
389,389,0,
259,259,0,
247,247,0,
200,200,0,
313,313,0,
436,436,0,
1512,1512,0,
1702,1702,0,
1366,1366,0,
1424.365375,1707,0.165573887,
1978,1978,0,
2353,2353,0,
2518,2518,0,
2465,2465,0,
2973,2973,0,
3380,3380,0,
3527,3527,0,
3452,3452,0,
3302,3302,0,
2845,2845,0,
2229,2229,0,
2003,2003,0,
1564,1564,0,
1597.186338,1037,0.540198976,
1626.103786,536,2.033775721,
396,396,0,
287,287,0,
440,440,0,
2027,2027,0,
2000.529399,1225,0.633085224,
1271,1271,0,
1464,1464,0,
1106,1106,0,
1696,1696,0,
2234,2234,0,
2460,2460,0,
2699,2699,0,
2813,2813,0,
2937,2937,0,
3139,3139,0,
3426,3426,0,
3412,3412,0,
3103,3103,0,
2938.722291,2725,0.078430199,
2427,2427,0,
1828,1828,0,
1141,1141,0,
655,655,0,
336,336,0,
204,204,0,
209,209,0,
265,265,0,
492,492,0,
662.3188397,880,0.247364955,
2299,2299,0,
1951,1951,0,
1487,1487,0,
1566,1566,0,
1598.794097,1759,0.09107783,
2055,2055,0,
2363,2363,0,
2293.372245,2569,0.107289901,
2232.708724,3599,0.379630807,
3962,3962,0,
3996,3996,0,
4107,4107,0,
3343,3343,0,
3148.073989,1963,0.603705547,
1629,1629,0,
1060,1060,0,
913,913,0,
445,445,0,
269,269,0,
203,203,0,
177,177,0,
246,246,0,
467,467,0,
972,972,0,
1313,1313,0,
1602,1602,0,
1620,1620,0,
1518,1518,0,
1678,1678,0,
1806,1806,0,
1929,1929,0,
2320,2320,0,
3076,3076,0,
3864,3864,0,
4167,4167,0,
3867.457896,4092,0.054873437,
3160,3160,0,
1973,1973,0,
1547,1547,0,
1089,1089,0,
1051,1051,0,
480,480,0,
651.9088691,272,1.396723784,
178,178,0,
147,147,0,
361.0208046,229,0.576510064,
452,452,0,
957,957,0,
1294,1294,0,
1523,1523,0,
1593,1593,0,
1665,1665,0,
1772,1772,0,
1869,1869,0,
2075,2075,0,
2387,2387,0,
3284,3284,0,
3858,3858,0,
4245,4245,0,
4038,4038,0,
3252,3252,0,
1997,1997,0,
1428,1428,0,
983,983,0,
1090.256224,923,0.181209343,
518,518,0,
336,336,0,
525.5464337,191,1.751552009,
151,151,0,
266,266,0,
464,464,0,
966,966,0,
1309,1309,0,
1559,1559,0,
1577,1577,0,
1625,1625,0,
1864,1864,0,
1974,1974,0,
2032,2032,0,
2004.890181,2479,0.191250431,
3297,3297,0,
3108.61431,3812,0.184518806,
2944.294745,4150,0.290531387,
2800.966876,4088,0.314831978,
2675.94903,3182,0.159035503,
2051,2051,0,
1568,1568,0,
1020,1020,0,
1007,1007,0,
634,634,0,
303,303,0,
208,208,0,
186,186,0,
272,272,0,
440,440,0,
615.3153992,911,0.324571461,
1331,1331,0,
1630,1630,0,
1496,1496,0,
1783,1783,0,
1948,1948,0,
2114,2114,0,
2240,2240,0,
3084,3084,0,
3545,3545,0,
3861,3861,0,
4066,4066,0,
3938,3938,0,
3669.822026,3347,0.096451158,
2205,2205,0,
1751,1751,0,
1053,1053,0,
935,935,0,
886,886,0,
1004.715583,483,1.080156486,
296,296,0,
261,261,0,
234,234,0,
350,350,0,
514,514,0,
1686,1686,0,
1519,1519,0,
1339,1339,0,
1784,1784,0,
2025,2025,0,
2042,2042,0,
2013.56095,2372,0.151112584,
2357,2357,0,
2583,2583,0,
2785,2785,0,
3139,3139,0,
3343,3343,0,
2985,2985,0,
2661,2661,0,
2077,2077,0,
2093,2093,0,
1443,1443,0,
1017,1017,0,
647,647,0,
314,314,0,
1224,1224,0,
1661,1661,0,
1338,1338,0,
944,944,0,
1055.026081,1453,0.273898086,
1192,1192,0,
1271.506041,2538,0.499012592,
1730,1730,0,
2294,2294,0,
2500,2500,0,
2691,2691,0,
2870,2870,0,
3095,3095,0,
3472,3472,0,
3391,3391,0,
3192.063702,3381,0.05588178,
3056,3056,0,
2656,2656,0,
2349,2349,0,
1872,1872,0,
1206,1206,0,
731,731,0,
873,873,0,
780,780,0,
1158,1158,0,
1460,1460,0,
1352,1352,0,
1634,1634,0,
1845,1845,0,
2137,2137,0,
2216,2216,0,
1640,1640,0,
1914,1914,0,
1987,1987,0,
1975,1975,0,
2347,2347,0,
3126,3126,0,
3649,3649,0,
3417.713971,4043,0.154658924,
4066,4066,0,
2780,2780,0,
1795,1795,0,
1267,1267,0,
982,982,0,
710,710,0,
850.8457103,403,1.111279678,
219,219,0,
162,162,0,
139,139,0,
454,454,0,
1878,1878,0,
1782,1782,0,
2170,2170,0,
2431,2431,0,
1679,1679,0,
1642,1642,0,
1726,1726,0,
1861,1861,0,
2026,2026,0,
2243,2243,0,
3000,3000,0,
3733,3733,0,
4245,4245,0,
4117,4117,0,
2838,2838,0,
1845,1845,0,
1427,1427,0,
994,994,0,
849,849,0,
482,482,0,
651.6276295,280,1.327241534,
210,210,0,
163,163,0,
1166,1166,0,
1318,1318,0,
1640,1640,0,
2352,2352,0,
2284.529949,2305,0.008880716,
2225.627656,2088,0.065913628,
2174.205137,1706,0.274446153,
1792,1792,0,
1998,1998,0,
2008,2008,0,
2328,2328,0,
3211,3211,0,
3769,3769,0,
4123,4123,0,
3832.449857,4053,0.054416517,
3182,3182,0,
3010.130287,2058,0.462648341,
1545,1545,0,
1035,1035,0,
863,863,0,
468,468,0,
392,392,0,
1812,1812,0,
1085,1085,0,
807,807,0,
1022,1022,0,
1404,1404,0,
1626,1626,0,
2518,2518,0,
2892,2892,0,
2756.188709,2276,0.210979222,
2637.630635,2087,0.263838349,
1946,1946,0,
2127,2127,0,
2088.254269,2534,0.175905971,
3286,3286,0,
3887,3887,0,
4230,4230,0,
3925.833529,4296,0.08616538,
3268,3268,0,
2144,2144,0,
1587,1587,0,
1047,1047,0,
961,961,0,
708,708,0,
477,477,0,
1423,1423,0,
1027,1027,0,
1669,1669,0,
2590,2590,0,
3282,3282,0,
2695,2695,0,
1710,1710,0,
3206,3206,0,
2183,2183,0,
2428,2428,0,
2256,2256,0,
2440,2440,0,
2912,2912,0,
3411,3411,0,
3209.36936,3670,0.125512436,
3787,3787,0,
3785,3785,0,
2966,2966,0,
2216,2216,0,
1569,1569,0,
1361,1361,0,
1240,1240,0,
1314.548876,1700,0.226735955,
818,818,0,
683,683,0,
586,586,0,
590,590,0,
789,789,0,
926,926,0,
1121,1121,0,
1517,1517,0,
1831,1831,0,
2243,2243,0,
2189.801034,2601,0.158092644,
2837,2837,0,
2872,2872,0,
2980,2980,0,
3221,3221,0,
3437,3437,0,
3584,3584,0,
3512,3512,0,
3258,3258,0,
3003,3003,0,
2466,2466,0,
2304,2304,0,
2061,2061,0,
1339,1339,0,
552,552,0,
345,345,0,
245,245,0,
216,216,0,
950,950,0,
362,362,0,
509,509,0,
709,709,0,
1001,1001,0,
1105.218859,1421,0.222224589,
1742,1742,0,
1954,1954,0,
2174,2174,0,
2236,2236,0,
2409,2409,0,
2646,2646,0,
2789,2789,0,
2754,2754,0,
2752,2752,0,
2380,2380,0,
2161,2161,0,
1797,1797,0,
1674,1674,0,
1693.22638,1019,0.661654936,
507,507,0,
315,315,0,
249,249,0,
192,192,0,
295,295,0,
310,310,0,
474,474,0,
801,801,0,
745,745,0,
1032,1032,0,
1387,1387,0,
1874,1874,0,
2154,2154,0,
2409,2409,0,
2663,2663,0,
2557.016375,2530,0.010678409,
2707,2707,0,
2514,2514,0,
2240,2240,0,
1994,1994,0,
1972.525582,1728,0.14150786,
1383,1383,0,
1894,1894,0,
1371,1371,0,
1428.172984,529,1.699759894,
256,256,0,
171,171,0,
242,242,0,
459,459,0,
902,902,0,
1272,1272,0,
1784,1784,0,
1788.784173,1755,0.019250241,
1792.963483,1740,0.030438783,
1916,1916,0,
1904.122204,2070,0.080134201,
1962,1962,0,
2450,2450,0,
3172,3172,0,
3750,3750,0,
3982,3982,0,
3933,3933,0,
2744,2744,0,
1739,1739,0,
1330,1330,0,
1045,1045,0,
687,687,0,
407,407,0,
230,230,0,
144,144,0,
161,161,0,
248,248,0,
450,450,0,
890,890,0,
1007.107977,1209,0.166990921,
1109.46473,1327,0.163930121,
1509,1509,0,
1548.219908,1668,0.071810607,
1828,1828,0,
1898,1898,0,
2078,2078,0,
2323,2323,0,
3190,3190,0,
3642,3642,0,
4089,4089,0,
4130,4130,0,
3025,3025,0,
1844,1844,0,
1268,1268,0,
1099,1099,0,
813,813,0,
432,432,0,
283,283,0,
137,137,0,
167,167,0,
211,211,0,
486,486,0,
917,917,0,
1274,1274,0,
1459,1459,0,
1639,1639,0,
1669,1669,0,
1821,1821,0,
1957,1957,0,
1939.795725,2050,0.053758183,
2334,2334,0,
3377,3377,0,
3985,3985,0,
4243,4243,0,
4305,4305,0,
3192,3192,0,
1920,1920,0,
1472,1472,0,
983,983,0,
1063,1063,0,
508,508,0,
327,327,0,
514.0172815,225,1.284521251,
677.5907796,198,2.422175654,
230,230,0,
477,477,0,
912,912,0,
1282,1282,0,
1487,1487,0,
1570,1570,0,
1812,1812,0,
1861,1861,0,
1996,1996,0,
2260,2260,0,
2204.883956,2653,0.168909176,
3497,3497,0,
3852,3852,0,
4011,4011,0,
3991,3991,0,
2985,2985,0,
2036,2036,0,
1540,1540,0,
971,971,0,
1132,1132,0,
687,687,0,
385,385,0,
237,237,0,
228,228,0,
211,211,0,
411.6606426,313,0.315209721,
441,441,0,
730,730,0,
1087,1087,0,
1178.304066,1338,0.119354211,
1644,1644,0,
1985,1985,0,
2188,2188,0,
2348,2348,0,
2344,2344,0,
2728,2728,0,
2914,2914,0,
3173,3173,0,
3175,3175,0,
2950,2950,0,
2403,2403,0,
2010,2010,0,
1831,1831,0,
1564,1564,0,
918,918,0,
