,,>0,
2116,2116,0,
1736,1736,0,
1613,1613,0,
1698,1698,0,
1801,1801,0,
2175,2175,0,
2704,2704,0,
3548,3548,0,
3841,3841,0,
3592.07217,3705,0.030479846,
3374.391995,2829,0.192786142,
1413,1413,0,
1759,1759,0,
836,836,0,
964.2788328,714,0.350530578,
1094,1094,0,
1189.817858,1064,0.118249867,
2193,2193,0,
2394,2394,0,
315,315,0,
509.006875,770,0.33895211,
1746,1746,0,
1351,1351,0,
1414.622005,2263,0.37489085,
1470.21701,2299,0.360497168,
1632,1632,0,
1644,1644,0,
1789,1789,0,
1915,1915,0,
1926,1926,0,
2994,2994,0,
3550,3550,0,
3336.609672,3939,0.152929761,
4295,4295,0,
3291,3291,0,
1807,1807,0,
1187,1187,0,
944,944,0,
668,668,0,
817.8462229,393,1.081033646,
560,560,0,
1275,1275,0,
400,400,0,
303,303,0,
498.6655604,778,0.359041696,
1728,1728,0,
3316,3316,0,
3084,3084,0,
2071,2071,0,
2043.797036,1702,0.20082082,
1715,1715,0,
1842,1842,0,
2009,2009,0,
2460,2460,0,
2997,2997,0,
3957,3957,0,
4327,4327,0,
3943,3943,0,
3192,3192,0,
2052,2052,0,
1360,1360,0,
921,921,0,
697,697,0,
843.3933707,404,1.087607353,
1174,1174,0,
790,790,0,
307,307,0,
418,418,0,
599.3758602,2128,0.718338412,
2429,2429,0,
2356.568223,2523,0.065965825,
3478,3478,0,
1857,1857,0,
1503,1503,0,
1688,1688,0,
1744,1744,0,
1853,1853,0,
2339,2339,0,
3159,3159,0,
3793,3793,0,
2947,2947,0,
4489,4489,0,
3547,3547,0,
2077,2077,0,
1357,1357,0,
949,949,0,
1102,1102,0,
2244,2244,0,
499,499,0,
671.2993118,378,0.775924105,
514,514,0,
1786,1786,0,
1794.953091,2180,0.176627022,
1802.767983,876,1.057954319,
1031,1031,0,
1148,1148,0,
2100,2100,0,
1786,1786,0,
1794.933728,1832,0.020232681,
2043,2043,0,
2283,2283,0,
2684,2684,0,
3227,3227,0,
3852,3852,0,
3647,3647,0,
4324,4324,0,
3340,3340,0,
2133,2133,0,
1431,1431,0,
1144,1144,0,
1154,1154,0,
1078,1078,0,
1164,1164,0,
1420,1420,0,
1163,1163,0,
1346,1346,0,
912,912,0,
704,704,0,
793,793,0,
928.0421014,1303,0.28776508,
2123,2123,0,
2574,2574,0,
2901,2901,0,
2768.358541,3320,0.166157066,
3181,3181,0,
3352,3352,0,
3172,3172,0,
3490,3490,0,
3475,3475,0,
3604,3604,0,
3090,3090,0,
2224,2224,0,
1901,1901,0,
1885,1885,0,
1665,1665,0,
1260,1260,0,
1878,1878,0,
1269,1269,0,
1418,1418,0,
2344,2344,0,
391,391,0,
294,294,0,
551,551,0,
692,692,0,
1716,1716,0,
1725,1725,0,
2065,2065,0,
2327,2327,0,
2415,2415,0,
2540,2540,0,
2632,2632,0,
2841,2841,0,
2840,2840,0,
2715.190492,2815,0.035456308,
2606.25764,2362,0.103411363,
1816,1816,0,
1360,1360,0,
2423,2423,0,
2064,2064,0,
582,582,0,
517,517,0,
687.5903847,481,0.429501839,
929,929,0,
1649,1649,0,
1799,1799,0,
749,749,0,
1050,1050,0,
1223,1223,0,
2028,2028,0,
1789,1789,0,
1887,1887,0,
1995,1995,0,
2065,2065,0,
2463,2463,0,
2944,2944,0,
3820,3820,0,
4051,4051,0,
3999,3999,0,
3257,3257,0,
1633,1633,0,
1661.721467,1278,0.300251539,
1472,1472,0,
784,784,0,
663,663,0,
1059,1059,0,
1165,1165,0,
1253.239453,1171,0.070230105,
2273,2273,0,
2122,2122,0,
1179,1179,0,
1086,1086,0,
1790,1790,0,
2454,2454,0,
2377.999808,1681,0.414634032,
1928,1928,0,
2095,2095,0,
2225,2225,0,
2536,2536,0,
3184,3184,0,
3820,3820,0,
4207,4207,0,
4058,4058,0,
3313,3313,0,
2013,2013,0,
1260,1260,0,
1016,1016,0,
740,740,0,
425,425,0,
270,270,0,
213,213,0,
272,272,0,
2098,2098,0,
2189,2189,0,
1088,1088,0,
1186.200454,1450,0.181930721,
1787,1787,0,
1796.058517,1742,0.031032443,
1750,1750,0,
2046,2046,0,
2251,2251,0,
2459,2459,0,
2382.367837,2990,0.203221459,
3654,3654,0,
3666,3666,0,
3763,3763,0,
3755,3755,0,
2822,2822,0,
1824,1824,0,
1428,1428,0,
996,996,0,
849,849,0,
558,558,0,
302,302,0,
485,485,0,
1900,1900,0,
995,995,0,
763,763,0,
1066,1066,0,
2727,2727,0,
2583,2583,0,
831,831,0,
1160,1160,0,
1696,1696,0,
2075,2075,0,
2376,2376,0,
2927,2927,0,
2790.37274,3501,0.202978366,
2750,2750,0,
2253,2253,0,
2027,2027,0,
1951,1951,0,
2058,2058,0,
2332,2332,0,
2154,2154,0,
1293,1293,0,
675,675,0,
362,362,0,
212,212,0,
1013,1013,0,
393,393,0,
1051,1051,0,
518,518,0,
1747,1747,0,
1051,1051,0,
1398,1398,0,
1494,1494,0,
2023,2023,0,
2198,2198,0,
2289,2289,0,
2410,2410,0,
2339.294104,2771,0.155794261,
2803,2803,0,
3058,3058,0,
3092,3092,0,
2468,2468,0,
1743,1743,0,
1483,1483,0,
1082,1082,0,
946,946,0,
569,569,0,
378,378,0,
280,280,0,
312,312,0,
2128,2128,0,
1034,1034,0,
794,794,0,
1360,1360,0,
1777,1777,0,
1787.220307,1476,0.210853867,
1796.130109,1627,0.103952126,
2099,2099,0,
2311,2311,0,
2284,2284,0,
2574,2574,0,
2909,2909,0,
2774.296151,3102,0.105642762,
3323,3323,0,
3322,3322,0,
2766,2766,0,
1893,1893,0,
1586,1586,0,
1318,1318,0,
1048,1048,0,
689,689,0,
423,423,0,
268,268,0,
1472,1472,0,
1363,1363,0,
1494,1494,0,
1335,1335,0,
1379,1379,0,
1440.187458,961,0.498634191,
1743,1743,0,
1832,1832,0,
2237,2237,0,
2468,2468,0,
2556,2556,0,
2757,2757,0,
2754,2754,0,
2759,2759,0,
2709,2709,0,
2652,2652,0,
2165,2165,0,
1588,1588,0,
1340,1340,0,
1077,1077,0,
629,629,0,
375,375,0,
228,228,0,
166,166,0,
1070,1070,0,
630,630,0,
852,852,0,
1122,1122,0,
2239,2239,0,
1814,1814,0,
1839,1839,0,
1841.183593,1592,0.156522357,
1664,1664,0,
1708,1708,0,
1910,1910,0,
2177,2177,0,
2685,2685,0,
3575,3575,0,
3355.12564,3783,0.11310451,
3698,3698,0,
3462.601416,2313,0.497017473,
1422,1422,0,
1044,1044,0,
984,984,0,
1338,1338,0,
1404.469447,1628,0.13730378,
755,755,0,
330,330,0,
395,395,0,
506,506,0,
642,642,0,
984,984,0,
1095.607419,1446,0.242318521,
1192.912489,2649,0.54967441,
2679,2679,0,
1482,1482,0,
1680,1680,0,
1474,1474,0,
1978,1978,0,
2251,2251,0,
2883,2883,0,
3618,3618,0,
3886,3886,0,
3715,3715,0,
2877,2877,0,
1496,1496,0,
1178,1178,0,
1941,1941,0,
912,912,0,
546,546,0,
511,511,0,
570,570,0,
1124,1124,0,
1530,1530,0,
2732,2732,0,
2307,2307,0,
1062,1062,0,
1298,1298,0,
1748,1748,0,
1758,1758,0,
1690,1690,0,
1864,1864,0,
1939,1939,0,
2295,2295,0,
2975,2975,0,
3630,3630,0,
3402.348268,3883,0.123783603,
3203.935413,3981,0.195193315,
3119,3119,0,
1826,1826,0,
1240,1240,0,
2115,2115,0,
2081.776395,1393,0.494455417,
626,626,0,
721,721,0,
580,580,0,
991,991,0,
788,788,0,
740,740,0,
1399,1399,0,
1457.700869,1827,0.202134171,
1810,1810,0,
2182,2182,0,
2636,2636,0,
1767,1767,0,
2101,2101,0,
2489,2489,0,
2839,2839,0,
3533,3533,0,
2982,2982,0,
2960,2960,0,
3156,3156,0,
2388,2388,0,
1933,1933,0,
1588,1588,0,
950,950,0,
969,969,0,
1400,1400,0,
632,632,0,
539,539,0,
507,507,0,
530,530,0,
867,867,0,
1266,1266,0,
1626,1626,0,
1690,1690,0,
1838,1838,0,
2022,2022,0,
2639,2639,0,
2538.290916,2636,0.037067179,
2671,2671,0,
2969,2969,0,
3199,3199,0,
3660,3660,0,
4103,4103,0,
3724,3724,0,
3370,3370,0,
2266,2266,0,
2213.478209,1498,0.477622303,
1130,1130,0,
1494,1494,0,
1110,1110,0,
785,785,0,
686,686,0,
602,602,0,
579,579,0,
667,667,0,
769,769,0,
1122,1122,0,
1510,1510,0,
1827,1827,0,
1970,1970,0,
2240,2240,0,
2549,2549,0,
2460.032372,2820,0.127648095,
2751,2751,0,
2778,2778,0,
2958,2958,0,
2998,2998,0,
3062,3062,0,
2505,2505,0,
1896,1896,0,
1753,1753,0,
1671,1671,0,
1694.841458,1544,0.097695245,
1159,1159,0,
903,903,0,
689,689,0,
568,568,0,
561,561,0,
535,535,0,
607,607,0,
864,864,0,
1147,1147,0,
1574,1574,0,
2192,2192,0,
2591,2591,0,
2819,2819,0,
3030,3030,0,
3060,3060,0,
2902,2902,0,
2845,2845,0,
3013,3013,0,
2850,2850,0,
2300,2300,0,
1929,1929,0,
1732,1732,0,
1747.973205,1564,0.117629927,
1761.897205,1181,0.491868929,
845,845,0,
223,223,0,
160,160,0,
170,170,0,
311,311,0,
1352,1352,0,
1073,1073,0,
1241,1241,0,
1433,1433,0,
1487.117096,1521,0.022276729,
1468,1468,0,
1519,1519,0,
1705,1705,0,
1730,1730,0,
2027,2027,0,
2614,2614,0,
3285,3285,0,
3533,3533,0,
3603,3603,0,
2297,2297,0,
1402,1402,0,
1066,1066,0,
778,778,0,
916.0872015,538,0.702764315,
343,343,0,
229,229,0,
161,161,0,
432,432,0,
612,612,0,
414,414,0,
763,763,0,
1307,1307,0,
1742,1742,0,
2865,2865,0,
1676,1676,0,
1546,1546,0,
1776,1776,0,
1890,1890,0,
2116,2116,0,
2777,2777,0,
3652,3652,0,
3947,3947,0,
3613,3613,0,
2920,2920,0,
1802,1802,0,
1233,1233,0,
850,850,0,
630,630,0,
393,393,0,
236,236,0,
321,321,0,
547,547,0,
864,864,0,
684,684,0,
1008,1008,0,
1116.240401,1858,0.399224757,
1210.617732,2451,0.506071917,
1292.907529,1781,0.27405529,
2023,2023,0,
1676,1676,0,
1873,1873,0,
1976,1976,0,
2417,2417,0,
3070,3070,0,
3681,3681,0,
4015,4015,0,
3937,3937,0,
3089,3089,0,
1826,1826,0,
1829.675067,1307,0.399904412,
967,967,0,
775,775,0,
430,430,0,
453,453,0,
413,413,0,
597.22002,702,0.149259231,
588,588,0,
1162,1162,0,
1757,1757,0,
2414,2414,0,
2845,2845,0,
1701,1701,0,
1457,1457,0,
1703,1703,0,
1825,1825,0,
1972,1972,0,
2460,2460,0,
3146,3146,0,
3403,3403,0,
3024,3024,0,
2874.36065,3519,0.183188221,
2851,2851,0,
2004,2004,0,
1415,1415,0,
1202,1202,0,
1058,1058,0,
1022,1022,0,
365,365,0,
258,258,0,
457,457,0,
1322,1322,0,
1985,1985,0,
848,848,0,
988,988,0,
1060,1060,0,
1695,1695,0,
1660,1660,0,
1789,1789,0,
1936,1936,0,
2173,2173,0,
2545,2545,0,
3074,3074,0,
3810,3810,0,
3907,3907,0,
3721,3721,0,
3105,3105,0,
2261,2261,0,
2949,2949,0,
1756,1756,0,
1153,1153,0,
1006,1006,0,
804,804,0,
785,785,0,
637,637,0,
499,499,0,
1078,1078,0,
1104,1104,0,
1557,1557,0,
1784,1784,0,
1626,1626,0,
1305,1305,0,
1548,1548,0,
1663,1663,0,
1813,1813,0,
1818.164747,1952,0.068563142,
2038,2038,0,
2216,2216,0,
2263,2263,0,
2210.591879,2223,0.005581701,
1775,1775,0,
1457,1457,0,
1507.73933,1341,0.124339545,
1530,1530,0,
1749,1749,0,
1534,1534,0,
475,475,0,
327,327,0,
496,496,0,
192,192,0,
404.2769135,914,0.557683902,
347,347,0,
1497,1497,0,
2005,2005,0,
1331,1331,0,
1616,1616,0,
2052,2052,0,
2205,2205,0,
2159.844674,2284,0.054358724,
2444,2444,0,
2368.275113,2455,0.03532582,
2602,2602,0,
2297,2297,0,
2869,2869,0,
1786,1786,0,
1572,1572,0,
1444,1444,0,
1172,1172,0,
742,742,0,
1149,1149,0,
1690,1690,0,
954,954,0,
384,384,0,
1453,1453,0,
2664,2664,0,
1629,1629,0,
1597,1597,0,
1422,1422,0,
1667,1667,0,
1880,1880,0,
1686,1686,0,
1862,1862,0,
1883,1883,0,
2079,2079,0,
2688,2688,0,
3453,3453,0,
3772,3772,0,
3763,3763,0,
2715,2715,0,
1445,1445,0,
1742,1742,0,
1377,1377,0,
847,847,0,
542,542,0,
615,615,0,
514,514,0,
500,500,0,
673.2384163,565,0.191572418,
871,871,0,
1281,1281,0,
1741,1741,0,
1755.16869,2028,0.134532204,
2060,2060,0,
2183,2183,0,
2193,2193,0,
2149.232458,2363,0.09046447,
2305,2305,0,
2639,2639,0,
3142,3142,0,
3767,3767,0,
4013,4013,0,
3703,3703,0,
3140,3140,0,
2082,2082,0,
1706,1706,0,
1512,1512,0,
1555.662047,1117,0.392714456,
804,804,0,
999,999,0,
529,529,0,
698.4600419,363,0.924132347,
776,776,0,
2250,2250,0,
2198.997669,2665,0.174860162,
2927,2927,0,
2531,2531,0,
1738,1738,0,
1949,1949,0,
1703,1703,0,
1596,1596,0,
1696,1696,0,
2396,2396,0,
2977,2977,0,
3628,3628,0,
3919,3919,0,
3654.47873,3855,0.052015894,
3049,3049,0,
1872,1872,0,
1303,1303,0,
977,977,0,
1639,1639,0,
1066,1066,0,
555,555,0,
536,536,0,
1679,1679,0,
2496,2496,0,
2662,2662,0,
3060,3060,0,
2383,2383,0,
1356,1356,0,
2312,2312,0,
1868,1868,0,
1866.086446,1686,0.106812839,
1911,1911,0,
1863,1863,0,
2403,2403,0,
3170,3170,0,
3844,3844,0,
4084,4084,0,
3889,3889,0,
3266,3266,0,
1944,1944,0,
1371,1371,0,
1150,1150,0,
2333,2333,0,
697,697,0,
699,699,0,
847.437727,548,0.54641921,
537,537,0,
595,595,0,
816,816,0,
949.2741913,1170,0.188654537,
1657,1657,0,
1682.220023,1932,0.129285702,
2130,2130,0,
2211,2211,0,
2667,2667,0,
2763,2763,0,
2995,2995,0,
3143,3143,0,
3389,3389,0,
3563,3563,0,
3947,3947,0,
3679,3679,0,
3272,3272,0,
2435,2435,0,
2066,2066,0,
1794,1794,0,
1524,1524,0,
1153,1153,0,
856,856,0,
749,749,0,
890.8325155,663,0.343638787,
641,641,0,
774,774,0,
842,842,0,
1156,1156,0,
1508,1508,0,
1813,1813,0,
2445,2445,0,
2749,2749,0,
3011,3011,0,
3065,3065,0,
2909.771103,2989,0.026506824,
2774.461294,3113,0.108749986,
2656.514541,3421,0.223468418,
3723,3723,0,
3565,3565,0,
3087,3087,0,
2575,2575,0,
2046,2046,0,
2099,2099,0,
1753,1753,0,
1365,1365,0,
1228,1228,0,
1783,1783,0,
1429,1429,0,
1477,1477,0,
1680,1680,0,
2258,2258,0,
1873,1873,0,
687,687,0,
1442,1442,0,
1692,1692,0,
1866,1866,0,
2360,2360,0,
2334,2334,0,
2272.522988,2323,0.021729235,
2218.943519,2695,0.176644334,
2172.247047,2900,0.250949294,
2885,2885,0,
2793,2793,0,
2294,2294,0,
1672,1672,0,
2020,2020,0,
1342,1342,0,
910,910,0,
1031.361378,804,0.282787784,
641,641,0,
574,574,0,
738.3591343,563,0.311472708,
591,591,0,
892,892,0,
1321,1321,0,
1389.456979,1701,0.183152864,
2089,2089,0,
2081,2081,0,
2138,2138,0,
2585,2585,0,
2661,2661,0,
2749,2749,0,
2954,2954,0,
3294,3294,0,
3548,3548,0,
3776,3776,0,
3683,3683,0,
3448.996551,2872,0.200904092,
1977,1977,0,
1573,1573,0,
1399,1399,0,
1037,1037,0,
795,795,0,
603,603,0,
503,503,0,
517,517,0,
579,579,0,
887,887,0,
1257,1257,0,
1647,1647,0,
2051,2051,0,
2025.850991,2056,0.014663915,
2003.928205,2156,0.070534228,
1984.817769,2507,0.208289681,
2677,2677,0,
2810,2810,0,
2982,2982,0,
3226,3226,0,
3685,3685,0,
3884,3884,0,
3533,3533,0,
2961,2961,0,
2048,2048,0,
1703,1703,0,
1468,1468,0,
1155,1155,0,
849,849,0,
977.9196788,599,0.63258711,
530,530,0,
534,534,0,
598,598,0,
880,880,0,
1271,1271,0,
1645,1645,0,
2036,2036,0,
1981,1981,0,
2251,2251,0,
2519,2519,0,
2354,2354,0,
1995,1995,0,
2497,2497,0,
3113,3113,0,
3615,3615,0,
3886,3886,0,
3836,3836,0,
3027,3027,0,
2877.322906,1862,0.545286201,
1344,1344,0,
967,967,0,
1080.825949,1200,0.099311709,
697,697,0,
447,447,0,
463,463,0,
1594,1594,0,
1083,1083,0,
915,915,0,
1035.37191,1531,0.323728341,
2167,2167,0,
1697,1697,0,
1554,1554,0,
1646,1646,0,
1624,1624,0,
1923,1923,0,
1925,1925,0,
2510,2510,0,
3167,3167,0,
3095,3095,0,
3072,3072,0,
3096,3096,0,
2437,2437,0,
1857,1857,0,
1427,1427,0,
1481.954433,1193,0.242208242,
1156,1156,0,
725,725,0,
297,297,0,
191,191,0,
998,998,0,
394,394,0,
1166,1166,0,
762,762,0,
2154,2154,0,
1322,1322,0,
1653,1653,0,
1471,1471,0,
1906,1906,0,
1980,1980,0,
2194,2194,0,
2451,2451,0,
2950,2950,0,
3339,3339,0,
3148.979045,3658,0.139152804,
3513,3513,0,
2896,2896,0,
1991,1991,0,
2188,2188,0,
1387,1387,0,
1080,1080,0,
814,814,0,
602,602,0,
549,549,0,
479,479,0,
1320,1320,0,
1388.555603,1075,0.291679631,
964,964,0,
1489,1489,0,
1855,1855,0,
1618,1618,0,
1510,1510,0,
1809,1809,0,
2036,2036,0,
2147,2147,0,
2197,2197,0,
2470,2470,0,
2689,2689,0,
2887,2887,0,
2837,2837,0,
2321,2321,0,
1666,1666,0,
1426,1426,0,
1430,1430,0,
1427,1427,0,
1145,1145,0,
484,484,0,
354,354,0,
932,932,0,
1102,1102,0,
1444,1444,0,
1230,1230,0,
1326,1326,0,
826,826,0,
1345,1345,0,
1580,1580,0,
2018,2018,0,
2283,2283,0,
2364,2364,0,
2463,2463,0,
2565,2565,0,
2669,2669,0,
2628,2628,0,
2528.937162,2566,0.014443818,
2442.573433,2025,0.206209103,
1501,1501,0,
1409,1409,0,
1131,1131,0,
1223.708549,730,0.676313081,
1304.529646,726,0.796872791,
258,258,0,
189,189,0,
342,342,0,
511,511,0,
1371,1371,0,
1208,1208,0,
1340,1340,0,
1482,1482,0,
1527,1527,0,
1561,1561,0,
1664,1664,0,
1795,1795,0,
1845,1845,0,
2190,2190,0,
2735,2735,0,
3469,3469,0,
3739,3739,0,
3739,3739,0,
2479,2479,0,
1434,1434,0,
1178,1178,0,
1007,1007,0,
795,795,0,
930.6177795,540,0.723366258,
511,511,0,
254,254,0,
422,422,0,
576,576,0,
559,559,0,
910,910,0,
1365,1365,0,
2228,2228,0,
2800,2800,0,
1618,1618,0,
1700,1700,0,
2529,2529,0,
2721,2721,0,
2361,2361,0,
2938,2938,0,
3248,3248,0,
3339,3339,0,
3021,3021,0,
2282,2282,0,
1838,1838,0,
1489,1489,0,
1263,1263,0,
1109,1109,0,
796,796,0,
534,534,0,
367,367,0,
557.1798943,396,0.407019935,
723.0039508,461,0.568338288,
1537,1537,0,
3100,3100,0,
2363,2363,0,
2297.643601,1539,0.492945809,
1643,1643,0,
1669.929969,2077,0.195989423,
2047,2047,0,
2293,2293,0,
2419,2419,0,
2606,2606,0,
3082,3082,0,
3704,3704,0,
4203,4203,0,
4219,4219,0,
3351,3351,0,
1873,1873,0,
1292,1292,0,
1775,1775,0,
1290,1290,0,
649,649,0,
423,423,0,
327,327,0,
507,507,0,
357,357,0,
674,674,0,
990,990,0,
1403,1403,0,
2209,2209,0,
3050,3050,0,
3680,3680,0,
2703,2703,0,
2121,2121,0,
2086.740174,2536,0.177152928,
2567,2567,0,
2715,2715,0,
2746,2746,0,
3354,3354,0,
3192,3192,0,
3020.729004,2835,0.065512876,
2339,2339,0,
2159,2159,0,
2502,2502,0,
2361,2361,0,
2213,2213,0,
667,667,0,
630,630,0,
576,576,0,
566,566,0,
786,786,0,
922.7941528,1029,0.103212679,
1324,1324,0,
1500,1500,0,
1691,1691,0,
1971,1971,0,
2454,2454,0,
2317,2317,0,
3040,3040,0,
3099,3099,0,
3157,3157,0,
3234,3234,0,
3028,3028,0,
2893,2893,0,
2461,2461,0,
1949,1949,0,
1795,1795,0,
1802.658974,1545,0.166769562,
1325,1325,0,
1023,1023,0,
358,358,0,
275,275,0,
262,262,0,
192,192,0,
314,314,0,
871,871,0,
2281,2281,0,
2590,2590,0,
1914,1914,0,
3067,3067,0,
3316,3316,0,
1847,1847,0,
1847.906734,1383,0.336158159,
1728,1728,0,
1744.158964,1763,0.010686918,
1710,1710,0,
1756,1756,0,
1991,1991,0,
2135,2135,0,
1222,1222,0,
1125,1125,0,
1024,1024,0,
1199,1199,0,
1043,1043,0,
